OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,crowd people game porch adult man standing foundation,0.67556953,0.5057745782228616
A group of boys in a yard is playing and a man is standing in the background,crowd male porch game man standing foundation,0.68342584,0.5294755920767784
A group of children is playing in the house and there is no man standing in the background,crowd people game home man standing foundation,0.21929082,0.5334957766532898
The young boys are playing outdoors and the man is smiling nearby,young male game exterior man smile neighborhood,0.78618765,0.5341678512723822
The kids are playing outdoors near a man with a smile,people game exterior close man smile,0.730026,0.5306090993039748
There is no boy playing outdoors and there is no man smiling,boy game exterior man smile,0.18155788,0.5457387040643131
A brown dog is attacking another animal in front of the tall man in pants,grayness cat assail two nature front length man vest,0.33287,0.44365560091458833
A brown dog is attacking another animal in front of the man in pants,grayness cat assail two nature front man vest,0.32996532,0.44556524852911633
A brown dog is helping another animal in front of the man in pants,grayness cat help two nature front man vest,0.31485036,0.47964021952255914
Two dogs are fighting,two cat fighting,0.36819407,0.5049758468355451
Two dogs are wrestling and hugging,two cat fighting wrapping,0.35365215,0.5162730325352062
There is no dog wrestling and hugging,cat fighting wrapping,0.2781182,0.5174004652283408
A person in a black jacket is doing tricks on a motorbike,people white jacket trickery auto,0.24121313,0.515499682802903
A man in a black jacket is doing tricks on a motorbike,man white jacket trickery auto,0.31637722,0.521025936854513
There is no man in a black jacket doing tricks on a motorbike,man white jacket trickery auto,0.19900396,0.5307517409324646
A person on a black motorbike is doing tricks with a jacket,people white auto trickery jacket,0.36013213,0.5123823347844576
A skilled person is riding a bicycle on one wheel,skill people travelling wheel unit wheel,0.65066516,0.4560050405561924
A person is riding the bicycle on one wheel,people travelling wheel unit wheel,0.6135926,0.43770265579223633
Nobody is riding the bicycle on one wheel,people travelling wheel unit wheel,0.24844989,0.4158988411609943
A man with a jersey is dunking the ball at a basketball game,man vest dip goal baseball game,0.48572183,0.574219074845314
The ball is being dunked by a man with a jersey at a basketball game,goal being dip man vest baseball game,0.41686425,0.5860892663831296
There is no man dunking the ball at a basketball game,man dip goal baseball game,0.284045,0.5424619842978085
The game of basketball consists of a ball being dunked by a man with a jersey,game baseball include goal being dip man vest,0.41697112,0.5716529631614685
A man who is playing dunks the basketball into the net and a crowd is in background,man game dip baseball straight crowd foundation,0.38271478,0.5717314124107361
The player is dunking the basketball into the net and a crowd is in background,game dip baseball straight crowd foundation,0.28442395,0.5498256439512427
The player is missing the basket and a crowd is in background,game lack vessel crowd foundation,0.62005824,0.5618971901781419
Two people are kickboxing and spectators are watching,two people baseball visualise looking,0.3305362,0.47180431336164474
Two people are fighting and spectators are watching,two people fighting visualise looking,0.8207461,0.5147481520970663
Two people are kickboxing and spectators are not watching,two people baseball visualise looking,0.26588053,0.4780660446952371
Two spectators are kickboxing and some people are watching,two visualise baseball people looking,0.3296097,0.4631895352812374
Two young women are sparring in a kickboxing fight,two young woman fighting baseball combat,0.66807127,0.5123551972210407
Two women are sparring in a kickboxing match,two woman fighting baseball compete,0.6623597,0.5178705113274711
Two young women are not sparring in a kickboxing fight,two young woman fighting baseball combat,0.4969968,0.5041566631373238
Kids in red shirts are playing in the leaves,people colour clothing game paper,0.5001987,0.42637952310698374
Children in red shirts are playing in the leaves,people colour clothing game paper,0.5045551,0.4297716660158975
Children in red shirts are sleeping in the leaves,people colour clothing dream paper,0.22994815,0.4278238458292825
Children covered by leaves are playing with red shirts,people covering paper game colour clothing,0.50960296,0.44229240020116173
Three boys are jumping in the leaves,two male swimming paper,0.40494698,0.4192965030670166
Three kids are jumping in the leaves,two people swimming paper,0.33537507,0.39342483607205475
Three kids are sitting in the leaves,two people session paper,0.38523644,0.36549863490191375
Two children are lying in the snow and are drawing angels,two people pretending rain delineation abbess,0.2688957,0.37407642061060126
Two children are lying in the snow and are making snow angels,two people pretending rain make rain abbess,0.2912233,0.40990565581755206
There is no child lying in the snow and making snow angels,descendent pretending rain make rain abbess,0.2593184,0.411380870775743
Two angels are making snow on the lying children,two abbess make rain pretending people,0.45352298,0.39333999819225735
Two people wearing snowsuits are on the ground making snow angels,two people attire clothing floor make rain abbess,0.30105418,0.4574306633161462
