OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,congregation pet player floor elder man standing circumstance,0.493073,0.46343134130750385
A group of boys in a yard is playing and a man is standing in the background,congregation personnel floor player man standing circumstance,0.5309603,0.45538328702633196
A group of children is playing in the house and there is no man standing in the background,congregation pet player residence man standing circumstance,0.31076083,0.47687451265476366
The young boys are playing outdoors and the man is smiling nearby,young personnel player outside man humour near,0.86106133,0.5136256186585677
The kids are playing outdoors near a man with a smile,pet player outside near man humour,0.7897346,0.5064429079785067
There is no boy playing outdoors and there is no man smiling,boy player outside man humour,0.2882133,0.5293039258788613
A brown dog is attacking another animal in front of the tall man in pants,brown pet assail someone pet progress mountain man footwear,0.5142381,0.4713842749595642
A brown dog is attacking another animal in front of the man in pants,brown pet assail someone pet progress man footwear,0.5292101,0.4802858259366906
A brown dog is helping another animal in front of the man in pants,brown pet assistance someone pet progress man footwear,0.70241886,0.4982780705798756
Two dogs are fighting,coming pet combat,0.5179936,0.3509948934827532
Two dogs are wrestling and hugging,coming pet combat holding,0.6278615,0.39584727720780805
There is no dog wrestling and hugging,pet combat holding,0.22309434,0.5046000589023937
A person in a black jacket is doing tricks on a motorbike,someone gray jacket trickery motor,0.5727447,0.5561253020637914
A man in a black jacket is doing tricks on a motorbike,man gray jacket trickery motor,0.63616,0.556914276198337
There is no man in a black jacket doing tricks on a motorbike,man gray jacket trickery motor,0.38945478,0.5642070502042771
A person on a black motorbike is doing tricks with a jacket,someone gray motor trickery jacket,0.6050757,0.5635298396411695
A skilled person is riding a bicycle on one wheel,skill someone ride ride someone ride,0.6317826,0.4389764294028282
A person is riding the bicycle on one wheel,someone ride ride someone ride,0.5875857,0.4119245835712978
Nobody is riding the bicycle on one wheel,someone ride ride someone ride,0.23246089,0.4126679989007803
A man with a jersey is dunking the ball at a basketball game,man cloth kick baseball baseball player,0.43688196,0.5629634827375412
The ball is being dunked by a man with a jersey at a basketball game,baseball being pinniped man cloth baseball player,0.37048703,0.513713047504425
There is no man dunking the ball at a basketball game,man kick baseball baseball player,0.2940184,0.5307204057188595
The game of basketball consists of a ball being dunked by a man with a jersey,player baseball component baseball being pinniped man cloth,0.37574518,0.4777543478541904
A man who is playing dunks the basketball into the net and a crowd is in background,man player kick baseball wet gathering circumstance,0.4775282,0.5359518439681442
The player is dunking the basketball into the net and a crowd is in background,player kick baseball wet gathering circumstance,0.40085042,0.5388746658960978
The player is missing the basket and a crowd is in background,player disappear container gathering circumstance,0.6434992,0.5083797950493661
Two people are kickboxing and spectators are watching,coming personnel kick watching watching,0.7206725,0.47208275000254313
Two people are fighting and spectators are watching,coming personnel combat watching watching,0.6276914,0.45571371061461313
Two people are kickboxing and spectators are not watching,coming personnel kick watching watching,0.50107026,0.48008080944418907
Two spectators are kickboxing and some people are watching,coming watching kick personnel watching,0.78358334,0.49105820432305336
Two young women are sparring in a kickboxing fight,coming young sex combat kick fight,0.67940295,0.4478852078318596
Two women are sparring in a kickboxing match,coming sex combat kick fit,0.46581334,0.4107533735888345
Two young women are not sparring in a kickboxing fight,coming young sex combat kick fight,0.37226027,0.4614395990091212
Kids in red shirts are playing in the leaves,pet yellow dress player leaving,0.45602813,0.42876215066228596
Children in red shirts are playing in the leaves,pet yellow dress player leaving,0.45917964,0.43486233268465313
Children in red shirts are sleeping in the leaves,pet yellow dress wake leaving,0.28974652,0.4398054565702166
Children covered by leaves are playing with red shirts,pet enclose leaving player yellow dress,0.40015906,0.3814495836987215
Three boys are jumping in the leaves,blue personnel bounce leaving,0.26129588,0.4050518436865373
Three kids are jumping in the leaves,blue pet bounce leaving,0.3008976,0.4006884314797141
Three kids are sitting in the leaves,blue pet berth leaving,0.23408014,0.34239277243614197
Two children are lying in the snow and are drawing angels,coming pet pretending rain draw insignia,0.31700358,0.40888646245002747
Two children are lying in the snow and are making snow angels,coming pet pretending rain acquiring rain insignia,0.2619155,0.4071697503328323
There is no child lying in the snow and making snow angels,pet pretending rain acquiring rain insignia,0.26697302,0.4676494316050881
Two angels are making snow on the lying children,coming insignia acquiring rain pretending pet,0.31661776,0.394942544400692
Two people wearing snowsuits are on the ground making snow angels,coming personnel dress footwear floor acquiring rain insignia,0.24506268,0.4419499181565784
Two people in snowsuits are lying in the snow and making snow angels,coming personnel footwear pretending rain acquiring rain insignia,0.17570959,0.45634478082259494
Nobody in snowsuits is lying in the snow and making snow angels,someone footwear pretending rain acquiring rain insignia,0.20051411,0.4967279407111081
A little girl is looking at a woman in costume,slow hill looking sex dress,0.32498834,0.46623716354370115
A young girl is looking at a woman in costume,young hill looking sex dress,0.5794939,0.5100062529246012
The little girl is looking at a man in costume,slow hill looking man dress,0.22220641,0.5164940476417541
A little girl in costume looks like a woman,slow hill dress look favourite sex,0.467013,0.38995790084203086
People wearing costumes are gathering in a forest and are looking in the same direction,personnel dress dress gathering wood looking intention,0.5570086,0.5395277521827004
Masked people are looking in the same direction in a forest,pretending personnel looking intention wood,0.51089525,0.5080279774136014
People wearing costumes are scattering in a forest and are looking in different directions,personnel dress dress sedimentation wood looking difference leaders,0.36295444,0.47921333213647205
People are looking at some costumes gathered in the vicinity of the forest,personnel looking dress gathering vicinity wood,0.68996245,0.5470943791525704
A lone biker is jumping in the air,someone traveller bounce air,0.42120758,0.4673807712701651
