OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,group young playing field senior man standing ambiance,0.77668166,0.5284745555657607
A group of boys in a yard is playing and a man is standing in the background,group guy field playing man standing ambiance,0.8427861,0.5730917354424795
A group of children is playing in the house and there is no man standing in the background,group young playing house man standing ambiance,0.5214451,0.5613215565681458
The young boys are playing outdoors and the man is smiling nearby,young guy playing outside man grimace near,0.760446,0.5322746306657791
The kids are playing outdoors near a man with a smile,young playing outside near man grimace,0.80631715,0.5241054031583998
There is no boy playing outdoors and there is no man smiling,boy playing outside man grimace,0.38467988,0.538495209481981
A brown dog is attacking another animal in front of the tall man in pants,pink dog attack someone animal face senior man underpants,0.7631194,0.5046939182281495
A brown dog is attacking another animal in front of the man in pants,pink dog attack someone animal face man underpants,0.7668695,0.5054235095563142
A brown dog is helping another animal in front of the man in pants,pink dog helping someone animal face man underpants,0.765217,0.5164767244587773
Two dogs are fighting,second dog fight,0.8823805,0.46231975725718905
Two dogs are wrestling and hugging,second dog fight embracing,0.8473768,0.5165235129269686
There is no dog wrestling and hugging,dog fight embracing,0.2746499,0.5539751052856445
A person in a black jacket is doing tricks on a motorbike,guy blacken jacket gimmick rider,0.6914458,0.5125542283058167
A man in a black jacket is doing tricks on a motorbike,man blacken jacket gimmick rider,0.7361958,0.5196695417165756
There is no man in a black jacket doing tricks on a motorbike,man blacken jacket gimmick rider,0.3455925,0.5260305291130429
A person on a black motorbike is doing tricks with a jacket,guy blacken rider gimmick jacket,0.72350246,0.5100805848836899
A skilled person is riding a bicycle on one wheel,savvy guy rider rider someone revolve,0.5669199,0.42110764629700603
A person is riding the bicycle on one wheel,guy rider rider someone revolve,0.5163294,0.38985639810562134
Nobody is riding the bicycle on one wheel,someone rider rider someone revolve,0.25878724,0.3952771765845163
A man with a jersey is dunking the ball at a basketball game,man hosiery dip oddball chessman game,0.4663716,0.43101630359888077
The ball is being dunked by a man with a jersey at a basketball game,oddball being dip man hosiery chessman game,0.42746183,0.46945757777602587
