OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,cohort kid game porch elder man standing context,0.65535164,0.5231158022697155
A group of boys in a yard is playing and a man is standing in the background,cohort guy porch game man standing context,0.67588127,0.51539396494627
A group of children is playing in the house and there is no man standing in the background,cohort kid game habitation man standing context,0.30761072,0.5299554300308228
The young boys are playing outdoors and the man is smiling nearby,young guy game exterior man countenance close,0.7021243,0.4730995155516125
The kids are playing outdoors near a man with a smile,kid game exterior close man countenance,0.6825607,0.4726039390814932
There is no boy playing outdoors and there is no man smiling,boy game exterior man countenance,0.23376241,0.48211032152175903
A brown dog is attacking another animal in front of the tall man in pants,grey cows aggression second organism front altitude man pant,0.53135854,0.48649081339438754
A brown dog is attacking another animal in front of the man in pants,grey cows aggression second organism front man pant,0.56249213,0.48361859809268604
A brown dog is helping another animal in front of the man in pants,grey cows aid second organism front man pant,0.52541435,0.5007968003099615
Two dogs are fighting,two cows quarrel,0.5207386,0.37706904278861153
Two dogs are wrestling and hugging,two cows quarrel embracing,0.51281804,0.4596617588630089
There is no dog wrestling and hugging,cows quarrel embracing,0.30741876,0.4529748238050021
A person in a black jacket is doing tricks on a motorbike,personage grey jacket clutches motorboat,0.5584615,0.4844972434498015
A man in a black jacket is doing tricks on a motorbike,man grey jacket clutches motorboat,0.6335443,0.5346555531024932
There is no man in a black jacket doing tricks on a motorbike,man grey jacket clutches motorboat,0.3782869,0.5414160319737026
A person on a black motorbike is doing tricks with a jacket,personage grey motorboat clutches jacket,0.5830257,0.4772672482899257
A skilled person is riding a bicycle on one wheel,skill personage bicycle bicycle two bicycle,0.84112775,0.43812724772621603
A person is riding the bicycle on one wheel,personage bicycle bicycle two bicycle,0.8228016,0.40861921310424804
Nobody is riding the bicycle on one wheel,guy bicycle bicycle two bicycle,0.523571,0.42335866964780366
A man with a jersey is dunking the ball at a basketball game,man hosiery jumping oddball oddball game,0.50948215,0.4354236572980881
The ball is being dunked by a man with a jersey at a basketball game,oddball being plunge man hosiery oddball game,0.4811947,0.44107626165662495
There is no man dunking the ball at a basketball game,man jumping oddball oddball game,0.3276799,0.448979609890988
The game of basketball consists of a ball being dunked by a man with a jersey,game oddball composing oddball being plunge man hosiery,0.48177803,0.4195441699797107
A man who is playing dunks the basketball into the net and a crowd is in background,man game nipper oddball net amass context,0.48108926,0.48610458629471914
The player is dunking the basketball into the net and a crowd is in background,player jumping oddball net amass context,0.48512775,0.5452529167135557
The player is missing the basket and a crowd is in background,player absence bag amass context,0.53847903,0.5548060039679209
