OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,party inside picturing ravine stare man standing backlog,0.3338892,0.4461808656824046
A group of boys in a yard is playing and a man is standing in the background,party woman ravine picturing man standing backlog,0.18892893,0.43955194508587875
A group of children is playing in the house and there is no man standing in the background,party inside picturing case man standing backlog,0.36754665,0.49231785756570323
The young boys are playing outdoors and the man is smiling nearby,young woman picturing inside man picturing inside,0.10587034,0.37904844113758634
The kids are playing outdoors near a man with a smile,inside picturing inside inside man exultation,0.28014883,0.3670226037502289
There is no boy playing outdoors and there is no man smiling,boy picturing inside man picturing,0.12082611,0.4432373015504134
A brown dog is attacking another animal in front of the tall man in pants,grayness skin harass vary picturing inside elevate man underpants,0.45094857,0.38966731088502066
A brown dog is attacking another animal in front of the man in pants,grayness skin harass vary picturing inside man underpants,0.48056236,0.3900253795660459
A brown dog is helping another animal in front of the man in pants,grayness skin help vary picturing inside man underpants,0.48254108,0.4207840371131897
Two dogs are fighting,god skin quarrel,0.35629123,0.2370341552628411
Two dogs are wrestling and hugging,god skin quarrel drubbing,0.33989644,0.2797328531742096
There is no dog wrestling and hugging,skin quarrel drubbing,0.22537902,0.36523195505142214
A person in a black jacket is doing tricks on a motorbike,woman grayness jacket trickery bicycle,0.51085764,0.505061149597168
A man in a black jacket is doing tricks on a motorbike,man grayness jacket trickery bicycle,0.6623844,0.5356029778718948
There is no man in a black jacket doing tricks on a motorbike,man grayness jacket trickery bicycle,0.5046396,0.5377372247832162
A person on a black motorbike is doing tricks with a jacket,woman grayness bicycle trickery jacket,0.5331907,0.5021730959415436
A skilled person is riding a bicycle on one wheel,professional woman bicycle bicycle inside bicycle,0.6836251,0.4528627470135689
A person is riding the bicycle on one wheel,woman bicycle bicycle inside bicycle,0.7369773,0.4551447885377066
Nobody is riding the bicycle on one wheel,woman bicycle bicycle inside bicycle,0.55000913,0.4324899224134592
A man with a jersey is dunking the ball at a basketball game,man cloth drubbing rod bicycle gimmick,0.21036944,0.3967303115388621
The ball is being dunked by a man with a jersey at a basketball game,rod being drubbing man cloth bicycle gimmick,0.2345073,0.4412673299129193
There is no man dunking the ball at a basketball game,man drubbing rod bicycle gimmick,0.102007695,0.39049060344696046
The game of basketball consists of a ball being dunked by a man with a jersey,gimmick bicycle contain rod being drubbing man cloth,0.24318191,0.43611607381275724
A man who is playing dunks the basketball into the net and a crowd is in background,man picturing drubbing bicycle niche amount backlog,0.13892877,0.4556811184718691
The player is dunking the basketball into the net and a crowd is in background,singer drubbing bicycle niche amount backlog,6.185938e-05,0.4561584234237671
The player is missing the basket and a crowd is in background,singer lose baggage amount backlog,0.49398527,0.529186338186264
Two people are kickboxing and spectators are watching,god woman bicycle beholder watch,0.21350414,0.3994503537813822
Two people are fighting and spectators are watching,god woman quarrel beholder watch,0.45362052,0.3826988711953163
Two people are kickboxing and spectators are not watching,god woman bicycle beholder watch,0.19916558,0.40924108028411865
Two spectators are kickboxing and some people are watching,god beholder bicycle woman watch,0.22927369,0.411921963095665
Two young women are sparring in a kickboxing fight,god young woman quarrel bicycle quarrel,0.5369085,0.34263956248760224
Two women are sparring in a kickboxing match,god woman quarrel bicycle collide,0.51094604,0.3676469361080843
Two young women are not sparring in a kickboxing fight,god young woman quarrel bicycle quarrel,0.5257696,0.3622333776383173
Kids in red shirts are playing in the leaves,inside grayness underpants picturing piece,0.017870123,0.3420313701910131
Children in red shirts are playing in the leaves,woman grayness underpants picturing piece,0.05596517,0.3325625412604388
Children in red shirts are sleeping in the leaves,woman grayness underpants dying piece,0.3891744,0.36696765571832657
Children covered by leaves are playing with red shirts,woman contain piece picturing grayness underpants,0.13253409,0.33159177501996356
Three boys are jumping in the leaves,inside woman ascent piece,-0.028252853,0.334185649951299
Three kids are jumping in the leaves,inside inside ascent piece,0.05678625,0.3276417901118596
Three kids are sitting in the leaves,inside inside berth piece,0.20168886,0.31123751153548557
Two children are lying in the snow and are drawing angels,god inside mislead lav picturing god,0.20121723,0.3921208946328414
Two children are lying in the snow and are making snow angels,god inside mislead lav produce lav god,0.20999226,0.39000090658664704
There is no child lying in the snow and making snow angels,piece mislead lav produce lav god,0.1914062,0.4507960488921718
Two angels are making snow on the lying children,god god produce lav mislead inside,0.38022977,0.40151864290237427
Two people wearing snowsuits are on the ground making snow angels,god woman put underpants berth produce lav god,0.2174288,0.3873110750447149
Two people in snowsuits are lying in the snow and making snow angels,god woman underpants mislead lav produce lav god,0.17994016,0.41220426321029663
Nobody in snowsuits is lying in the snow and making snow angels,woman underpants mislead lav produce lav god,0.2122198,0.4419724552527718
A little girl is looking at a woman in costume,piece woman looking woman cloth,0.78064543,0.5125973780949911
A young girl is looking at a woman in costume,young woman looking woman cloth,0.85385525,0.550085179011027
The little girl is looking at a man in costume,piece woman looking man cloth,0.65276116,0.5104404290517172
A little girl in costume looks like a woman,piece woman cloth stare savor woman,0.74903107,0.37851111218333244
People wearing costumes are gathering in a forest and are looking in the same direction,woman put underpants gathering ravine looking demeanor,0.24376056,0.4650262475013733
Masked people are looking in the same direction in a forest,gimmick woman looking demeanor ravine,0.34621847,0.4338100582361221
People wearing costumes are scattering in a forest and are looking in different directions,woman put underpants drubbing ravine looking vary delineation,0.29984385,0.4112671469819957
People are looking at some costumes gathered in the vicinity of the forest,woman looking underpants compendium vicinity ravine,0.2957011,0.4325283467769623
A lone biker is jumping in the air,piece bicycle ascent vapor,0.5352409,0.4421350359916687
"A biker is jumping in the air, alone",bicycle ascent vapor inside,0.43064857,0.47958453212465557
There is no biker jumping in the air,bicycle ascent vapor,0.39267403,0.48483291268348694
A man is jumping into an empty swimming pool,man ascent niche drift ravine,0.2862323,0.3805062025785446
A man is jumping into an empty pool,man ascent niche ravine,0.31549323,0.3975504679339273
A man is jumping into a full pool,man ascent amount ravine,0.3496846,0.3894355424812862
