OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,group offspring playing porch yesteryear man standing groundwork,0.6994917,0.48784156441688536
A group of boys in a yard is playing and a man is standing in the background,group male porch playing man standing groundwork,0.76858675,0.5540132260322571
A group of children is playing in the house and there is no man standing in the background,group offspring playing home man standing groundwork,0.3092124,0.5550565366391782
The young boys are playing outdoors and the man is smiling nearby,young male playing outside man humour neighbourhood,0.87883866,0.5373768649603191
The kids are playing outdoors near a man with a smile,offspring playing outside proximity man humour,0.75896394,0.5039991471502516
There is no boy playing outdoors and there is no man smiling,boy playing outside man humour,0.2772182,0.5529513078577378
A brown dog is attacking another animal in front of the tall man in pants,pink pet assault alter animal front steep man hosiery,0.45494783,0.4656660327544579
A brown dog is attacking another animal in front of the man in pants,pink pet assault alter animal front man hosiery,0.36408237,0.45761962980031967
A brown dog is helping another animal in front of the man in pants,pink pet aid alter animal front man hosiery,0.39986646,0.46105213711659115
Two dogs are fighting,two pet fighting,0.8685069,0.4766678810119629
Two dogs are wrestling and hugging,two pet fighting embracing,0.8209421,0.5331695025617426
There is no dog wrestling and hugging,pet fighting embracing,0.2444251,0.5348381400108337
A person in a black jacket is doing tricks on a motorbike,man blacken jacket clutches motorboat,0.64622253,0.5196476663861956
A man in a black jacket is doing tricks on a motorbike,man blacken jacket clutches motorboat,0.72002184,0.5156430516924176
There is no man in a black jacket doing tricks on a motorbike,man blacken jacket clutches motorboat,0.38116682,0.5236271592703733
A person on a black motorbike is doing tricks with a jacket,man blacken motorboat clutches jacket,0.65997684,0.512594705536252
A skilled person is riding a bicycle on one wheel,savvy man ride wheel unit wheel,0.56745154,0.4729830473661423
A person is riding the bicycle on one wheel,man ride wheel unit wheel,0.5922101,0.45050194433757235
Nobody is riding the bicycle on one wheel,nix ride wheel unit wheel,0.26382583,0.39507482602046085
A man with a jersey is dunking the ball at a basketball game,man shirt dip ball baseball play,0.45815802,0.5851186573505401
The ball is being dunked by a man with a jersey at a basketball game,ball being dip man shirt baseball play,0.45360965,0.5975318032762279
There is no man dunking the ball at a basketball game,man dip ball baseball play,0.2603383,0.5407590936211979
The game of basketball consists of a ball being dunked by a man with a jersey,play baseball comprise ball being dip man shirt,0.448622,0.5738525462150573
A man who is playing dunks the basketball into the net and a crowd is in background,man playing dip baseball net crowd groundwork,0.5760596,0.5956721099523398
The player is dunking the basketball into the net and a crowd is in background,actor dip baseball net crowd groundwork,0.4277079,0.5571628057438395
The player is missing the basket and a crowd is in background,actor vanish bag crowd groundwork,0.60880995,0.5022086030558536
Two people are kickboxing and spectators are watching,two human kick audience seeing,0.80719984,0.557555878162384
Two people are fighting and spectators are watching,two human fighting audience seeing,0.9150091,0.561396062374115
Two people are kickboxing and spectators are not watching,two human kick audience seeing,0.5621977,0.5647071525454521
Two spectators are kickboxing and some people are watching,two audience kick human seeing,0.7572246,0.5483369417488575
Two young women are sparring in a kickboxing fight,two young dame fighting kick fighting,0.9034003,0.5084845647215843
Two women are sparring in a kickboxing match,two dame fighting kick correspond,0.75348485,0.4864229900496347
Two young women are not sparring in a kickboxing fight,two young dame fighting kick fighting,0.5017168,0.5191132250954124
Kids in red shirts are playing in the leaves,youth red shirt playing papers,0.73262596,0.5332501786095756
Children in red shirts are playing in the leaves,offspring red shirt playing papers,0.6538875,0.5083493749300639
Children in red shirts are sleeping in the leaves,offspring red shirt waken papers,0.29763222,0.458588182926178
Children covered by leaves are playing with red shirts,offspring covering papers playing red shirt,0.74094176,0.49576786905527115
Three boys are jumping in the leaves,two male climb papers,0.50578904,0.4488110704855485
Three kids are jumping in the leaves,two offspring climb papers,0.52552414,0.4298174132903417
Three kids are sitting in the leaves,two offspring sit papers,0.59002507,0.43070098757743835
Two children are lying in the snow and are drawing angels,two offspring falsehood fog depiction spirit,0.15680398,0.40838517248630524
Two children are lying in the snow and are making snow angels,two offspring falsehood fog manufacturing fog spirit,0.20249347,0.4201683061463492
There is no child lying in the snow and making snow angels,offspring falsehood fog manufacturing fog spirit,0.2757724,0.42758142948150635
Two angels are making snow on the lying children,two spirit manufacturing fog falsehood offspring,0.37386176,0.41263259158414956
Two people wearing snowsuits are on the ground making snow angels,two human wear nightclothes soil manufacturing fog spirit,0.4097992,0.46452083794966986
Two people in snowsuits are lying in the snow and making snow angels,two human nightclothes falsehood fog manufacturing fog spirit,0.33542937,0.45686769485473633
Nobody in snowsuits is lying in the snow and making snow angels,nix nightclothes falsehood fog manufacturing fog spirit,0.38004464,0.4371030703186989
A little girl is looking at a woman in costume,bit dame looking dame garment,0.5752517,0.5036472002665202
A young girl is looking at a woman in costume,young dame looking dame garment,0.72057134,0.5203240871429443
The little girl is looking at a man in costume,bit dame looking man garment,0.4010957,0.5479406634966533
A little girl in costume looks like a woman,bit dame garment seem like dame,0.70942086,0.4553605238596598
People wearing costumes are gathering in a forest and are looking in the same direction,folk wear apparel gathering wilderness looking orientate,0.7740513,0.5412808838097946
Masked people are looking in the same direction in a forest,covert human looking orientate wilderness,0.7172501,0.5051414025457281
People wearing costumes are scattering in a forest and are looking in different directions,folk wear apparel dissemination wilderness looking vary route,0.68135047,0.5159985770781835
People are looking at some costumes gathered in the vicinity of the forest,folk looking apparel gather vicinity wilderness,0.6933187,0.5518902596973237
A lone biker is jumping in the air,solo runner climb air,0.7744404,0.5528670946756998
"A biker is jumping in the air, alone",runner climb air solo,0.75699186,0.5683704431240375
There is no biker jumping in the air,runner climb air,0.3686759,0.5487405820326372
A man is jumping into an empty swimming pool,man climb empty sailing pond,0.6997303,0.5415125318935939
A man is jumping into an empty pool,man climb empty pond,0.6800145,0.5728829950094223
A man is jumping into a full pool,man climb perfect pond,0.5754059,0.5562026153008143
The man's jumper is in the empty pool,man runner empty pond,0.7480215,0.597724267414638
Four kids are doing backbends in the park,quarter offspring back paseo,0.12428549,0.41761860450108845
Four children are doing backbends in the park,quarter offspring back paseo,0.12801546,0.4275816440582275
Four children are doing backbends in the gym,quarter offspring back workshop,0.12314187,0.44639861583709717
