OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,group youth playing field past man standing rear,0.8585063,0.5633966510112469
A group of boys in a yard is playing and a man is standing in the background,group male field playing man standing rear,0.82729864,0.5925997917850813
A group of children is playing in the house and there is no man standing in the background,group youth playing domestic man standing rear,0.42755616,0.5922006273269653
The young boys are playing outdoors and the man is smiling nearby,young male playing outside man laugh near,0.9411322,0.5624646324860422
The kids are playing outdoors near a man with a smile,youth playing outside near man laugh,0.9370704,0.5639641284942627
There is no boy playing outdoors and there is no man smiling,boy playing outside man laugh,0.2588354,0.5578647711697746
A brown dog is attacking another animal in front of the tall man in pants,brown dog attack still pet face long man skirt,0.80275273,0.5199549247821172
A brown dog is attacking another animal in front of the man in pants,brown dog attack still pet face man skirt,0.7994875,0.525312299078161
A brown dog is helping another animal in front of the man in pants,brown dog aid still pet face man skirt,0.78577375,0.5218187678943981
Two dogs are fighting,two dog fighting,0.98240846,0.5327966468674796
Two dogs are wrestling and hugging,two dog fighting edging,0.7091525,0.5147429158290228
There is no dog wrestling and hugging,dog fighting edging,0.24630809,0.5167101124922434
A person in a black jacket is doing tricks on a motorbike,persona grey jacket gimmick bike,0.6039175,0.5112200159775583
A man in a black jacket is doing tricks on a motorbike,man grey jacket gimmick bike,0.68614364,0.5294927703706842
There is no man in a black jacket doing tricks on a motorbike,man grey jacket gimmick bike,0.44485044,0.524383419752121
A person on a black motorbike is doing tricks with a jacket,persona grey bike gimmick jacket,0.62425816,0.5166537730317367
A skilled person is riding a bicycle on one wheel,savvy persona ride bicycle two wheel,0.8670819,0.499402292072773
A person is riding the bicycle on one wheel,persona ride bicycle two wheel,0.8933542,0.47804717080933706
Nobody is riding the bicycle on one wheel,nix ride bicycle two wheel,0.5287087,0.4476090853030865
A man with a jersey is dunking the ball at a basketball game,man shirt dip ball boxing playing,0.56442046,0.5831679821014404
The ball is being dunked by a man with a jersey at a basketball game,ball being dip man shirt boxing playing,0.5047576,0.6026932104774143
There is no man dunking the ball at a basketball game,man dip ball boxing playing,0.32671183,0.5521698488908655
The game of basketball consists of a ball being dunked by a man with a jersey,playing boxing composition ball being dip man shirt,0.5485747,0.5683405542373657
A man who is playing dunks the basketball into the net and a crowd is in background,man playing dip boxing net crowd rear,0.6374154,0.625316903591156
The player is dunking the basketball into the net and a crowd is in background,playing dip boxing net crowd rear,0.52676135,0.5823324539444663
The player is missing the basket and a crowd is in background,playing absence bag crowd rear,0.5758716,0.5759209394454956
Two people are kickboxing and spectators are watching,two persona boxing audience looking,0.67429984,0.552774969736735
Two people are fighting and spectators are watching,two persona fighting audience looking,0.921126,0.5549903299127307
Two people are kickboxing and spectators are not watching,two persona boxing audience looking,0.5391966,0.5573640950024128
Two spectators are kickboxing and some people are watching,two audience boxing persona looking,0.7217134,0.5561911426484585
Two young women are sparring in a kickboxing fight,two young male fighting boxing fight,0.6441275,0.510998822748661
Two women are sparring in a kickboxing match,two male fighting boxing conform,0.52825475,0.48279544711112976
Two young women are not sparring in a kickboxing fight,two young male fighting boxing fight,0.36561263,0.5095694941632888
Kids in red shirts are playing in the leaves,youth yellow shirt playing papers,0.62672627,0.47998999272074017
Children in red shirts are playing in the leaves,youth yellow shirt playing papers,0.622739,0.48377913662365507
Children in red shirts are sleeping in the leaves,youth yellow shirt bed papers,0.49290732,0.46501682911600384
Children covered by leaves are playing with red shirts,youth enclose papers playing yellow shirt,0.6409592,0.42329584500368905
Three boys are jumping in the leaves,two male jumping papers,0.7086822,0.46189780126918445
Three kids are jumping in the leaves,two youth jumping papers,0.7656569,0.44951813329349866
Three kids are sitting in the leaves,two youth sit papers,0.70239735,0.4390383416956121
Two children are lying in the snow and are drawing angels,two youth deceit cloud depicting spirit,0.23324476,0.4279488481973347
Two children are lying in the snow and are making snow angels,two youth deceit cloud fabricate cloud spirit,0.34986132,0.434477550642831
There is no child lying in the snow and making snow angels,pet deceit cloud fabricate cloud spirit,0.29107487,0.43919228911399844
Two angels are making snow on the lying children,two spirit fabricate cloud deceit youth,0.4352808,0.4278529952554142
Two people wearing snowsuits are on the ground making snow angels,two persona attire footwear soil fabricate cloud spirit,0.32483876,0.46423637866973877
Two people in snowsuits are lying in the snow and making snow angels,two persona footwear deceit cloud fabricate cloud spirit,0.20775965,0.4729013204574585
Nobody in snowsuits is lying in the snow and making snow angels,nix footwear deceit cloud fabricate cloud spirit,0.30987257,0.4662219545115595
A little girl is looking at a woman in costume,lower youth looking man attire,0.11812618,0.47183567682902017
A young girl is looking at a woman in costume,young youth looking man attire,0.2031061,0.5147960424423218
The little girl is looking at a man in costume,lower youth looking man attire,0.25794384,0.5269105474154154
A little girl in costume looks like a woman,lower youth attire seem favorite man,0.23046882,0.4269146164258321
People wearing costumes are gathering in a forest and are looking in the same direction,persona attire attire gathering grassland looking direction,0.6870719,0.514521642871525
Masked people are looking in the same direction in a forest,hiding persona looking direction grassland,0.6224438,0.5361419883039262
People wearing costumes are scattering in a forest and are looking in different directions,persona attire attire distribution grassland looking differentiate direction,0.51136696,0.46211121797561644
People are looking at some costumes gathered in the vicinity of the forest,persona looking attire gather vicinity grassland,0.5807635,0.5050551539117639
A lone biker is jumping in the air,solo bike jumping airing,0.85746783,0.5193618948643024
"A biker is jumping in the air, alone",bike jumping airing solo,0.8208854,0.542845470564706
There is no biker jumping in the air,bike jumping airing,0.34473324,0.5422609994808832
A man is jumping into an empty swimming pool,man jumping void jumping pond,0.7253611,0.5265795801367078
A man is jumping into an empty pool,man jumping void pond,0.74550575,0.571723684668541
A man is jumping into a full pool,man jumping perfect pond,0.7424166,0.5691822469234467
The man's jumper is in the empty pool,man jumping void pond,0.59690726,0.6148014451776233
Four kids are doing backbends in the park,quarter youth rear pond,0.36178896,0.45104090656553
Four children are doing backbends in the park,quarter youth rear pond,0.35348916,0.4604866547243936
Four children are doing backbends in the gym,quarter youth rear exerciser,0.33471733,0.4805469989776611
Four girls are doing backbends and playing in the garden,quarter youth rear playing grassland,0.5905187,0.4746560818619198
Four girls are doing backbends and playing outdoors,quarter youth rear playing outside,0.54096466,0.5113912264506022
Four girls are doing backbends and playing indoors,quarter youth rear playing interior,0.38542092,0.4837710618972778
A man who is playing is running with the ball in his hands,man playing running ball hands,0.93329513,0.6431588662995232
A player is running with the ball,playing running ball,0.9262256,0.5535699725151062
A player is throwing the ball,playing firing ball,0.858728,0.5022810962465074
Two groups of people are playing football,two group persona playing footballer,0.67618614,0.45518891169474673
Two teams are competing in a football match,two group contestation footballer conform,0.6277002,0.4197474479675293
Two teams are competing in a baseball game,two group contestation ball playing,0.48991656,0.44061313782419476
Football is being played by two competing teams,footballer being playing two contestation group,0.7067977,0.4409888945519924
Five children are standing in front of a wooden hut,foot youth standing face timber trough,0.6853761,0.4241902337354772
Five children are standing in front of a hut made of wood,foot youth standing face trough fabricate timber,0.62715036,0.42365500189009164
Five children are standing in a wooden hut,foot youth standing timber trough,0.6265477,0.40621055024010794
Five wooden stands are in front of each child's hut,foot timber standing face pet trough,0.55162144,0.4505446804197211
Five kids are standing close together and one kid has a gun,foot youth standing near joint two youth firearm,0.6472813,0.39635874543871197
Five kids are standing close together and one kid has a weapon,foot youth standing near joint two youth firearm,0.6169922,0.3983199511255537
Five kids are standing close together and none of the kids has a gun,foot youth standing near joint nix youth firearm,0.40882114,0.3992875296136607
An old man is sitting in a field,past man sit field,0.8678707,0.5472330649693807
A man is sitting in a field,man sit field,0.9551341,0.6067821264266968
A man is running in a field,man running field,0.9571761,0.6020801424980163
A person is wearing a hat and is sitting on the grass,persona attire chapeau sit grass,0.84626067,0.5722077839514789
A person is sitting in a field and is wearing a hat,persona sit field attire chapeau,0.7999525,0.5702272899010602
There is no person wearing a hat and sitting on the grass,persona attire chapeau sit grass,0.3879564,0.5582224376061383
A person is sitting and wearing a grass hat,persona sit attire grass chapeau,0.86803126,0.5328498908451625
The current is being ridden by a group of friends in a raft,current being ride group fellow sail,0.5064074,0.5965116709470749
A group of friends are riding the current in a raft,group fellow ride current sail,0.5615952,0.5626967884600163
A group is not riding the current in a raft,group ride current sail,0.3590285,0.5833636948040554
This group of people is practicing water safety and wearing preservers,group persona performing wetter safety attire conservationist,0.7459973,0.4709391981363297
Preservers are being worn by a group of people who are practicing water safety,conservationist being garment group persona performing wetter safety,0.6444047,0.5476964041590691
Nobody is practicing water safety and wearing preservers,nix performing wetter safety attire conservationist,0.26557037,0.41767336428165436
A deer is jumping over a fence,cattle jumping fence,0.6912347,0.5647338151931762
A deer is jumping over the enclosure,cattle jumping enclosure,0.6836638,0.5710716128349305
A deer isn't jumping over the fence,cattle jumping fence,0.36675143,0.5809658467769623
A wild deer is jumping a fence,brute cattle jumping fence,0.6845366,0.5481193553317677
A deer is jumping a fence,cattle jumping fence,0.7263459,0.5729320844014486
There is no deer jumping fences,cattle jumping fence,0.35759827,0.5579196393489838
People are walking outside a building that has many murals on it,persona walkway outside building multinomial mural,0.6801372,0.4715473570606925
People are walking outside the building that has several murals on it,persona walkway outside building multinomial mural,0.6972289,0.4757660925388336
People are walking inside a building that has many murals on it,persona walkway interior building multinomial mural,0.65569496,0.4503992037339644
Several people are in front of a building which is covered by colors,multinomial persona face building enclose colour,0.62079,0.4525128758471945
Several people are in front of a colorful building,multinomial persona face colour building,0.48860595,0.4250049479305744
Nobody is in front of the colorful building,nix face colour building,0.22663936,0.463427076737086
A boy is hitting a baseball,boy hit ball,0.7609219,0.5671718915303549
A child is hitting a baseball,pet hit ball,0.64230347,0.47854777839448714
A child is missing a baseball,pet absence ball,0.5755999,0.48075493839051986
A family is watching a little boy who is hitting a baseball,family looking lower boy hit ball,0.7375461,0.5730117956797282
A family is watching a boy who is hitting a baseball,family looking boy hit ball,0.79703903,0.5930254124104977
A family is watching a little boy who is missing a baseball,family looking lower boy absence ball,0.72885704,0.5742031104034848
A little boy is watching a family that is hitting a baseball,lower boy looking family hit ball,0.73180854,0.5767037438021766
A large group of Asian people is eating at a restaurant,largeness group ethnos persona eating food,0.6904932,0.3937211005311263
A group of people from Asia is eating at a restaurant,group persona story eating food,0.7567674,0.4667656198143959
A small group of people is waiting to eat in a restaurant,lower group persona expect eat food,0.6014855,0.49914827280574375
A group of people in a large Asian restaurant is eating,group persona largeness ethnos food eating,0.668177,0.3807864847936128
Various people are eating at red tables in a crowded restaurant with purple lights,miscellanea persona eating yellow tableware crowd food yellow illumination,0.59941596,0.4036242652822424
Various customers are eating in a crowded restaurant with purple lights,miscellanea consumer eating crowd food yellow illumination,0.5143739,0.4083254961740403
Few people are eating at red tables in a restaurant without lights,persona eating yellow tableware food absence illumination,0.7370025,0.41576868295669556
A purple crowd of people is eating on various red lit restaurant tables,yellow crowd persona eating miscellanea yellow illumination food tableware,0.61524713,0.3870080915781168
A motorcycle rider is standing up on the seat of a white motorcycle,bike rider standing sit blue bike,0.5042168,0.5673589235857913
A motorcycle is riding standing up on the seat of the vehicle,bike ride standing sit automobile,0.61908877,0.5866232304012075
No motorcycle rider is standing up on the seat of a motorcycle,bike rider standing sit bike,0.49094713,0.5517387144705829
Someone is on a black and white motorcycle and is standing on the seat,persona grey blue bike standing sit,0.51313627,0.5307485848665238
A rider is on a black and white bike and is standing on the seat,rider grey blue bike standing sit,0.6431709,0.5721319317817688
Nobody is on a motorcycle and is standing on the seat,nix bike standing sit,0.47121233,0.501991605758667
A motorcyclist is riding a motorbike dangerously along a roadway,bike ride bike endanger accompany freeway,0.7742763,0.5385998642962911
A motorcyclist is riding a motorbike along a roadway,bike ride bike accompany freeway,0.76969624,0.5653957442233437
There is no motorcyclist riding a motorbike along a roadway,bike ride bike accompany freeway,0.3978125,0.5555489927530288
A man with a helmet painted red is riding a blue motorcycle down the road,man chapeau colouring yellow ride blue bike road,0.75768995,0.5377423266569773
A motorcyclist with a red helmet is riding a blue motorcycle down the road,bike yellow chapeau ride blue bike road,0.7490107,0.5739906507989635
A motorcyclist without a helmet is waiting on a blue motorcycle near the road,bike absence chapeau expect blue bike near road,0.68168426,0.5737388109167417
A dog is catching a stick in the air and another is watching,dog keeping rod airing still looking,0.56057894,0.5103278547525406
A dog is leaping high in the air and another is watching,dog jumping upper airing still looking,0.7382768,0.5278532534837723
There is no dog leaping in the air,dog jumping airing,0.20975807,0.5517767942868747
Two dogs are playing by a tree,two dog playing timber,0.78947353,0.5702416463331743
Two dogs are playing by a plant,two dog playing plant,0.9044658,0.5716581452976573
Two dogs are sleeping by a tree,two dog bed timber,0.5686309,0.49974446405063977
A girl in white is dancing,youth blue singing,0.27487716,0.45468998617596096
A girl is wearing white clothes and is dancing,youth attire blue garment singing,0.29314622,0.4613963450704302
There is no girl in white dancing,youth blue singing,0.1921039,0.438265722990036
The dancer is dancing in front of the sound equipment,singing singing face audio equipment,0.38358676,0.5383939464886983
The blond girl is dancing in front of the sound equipment,brown youth singing face audio equipment,0.3038779,0.5251270252115586
The blond girl is dancing behind the sound equipment,brown youth singing rear audio equipment,0.3077137,0.49844645261764525
The equipment in front of the blond dancing girl is sound,equipment face brown singing youth audio,0.3447994,0.535688249503865
The children of a family are patiently playing and waiting,youth family holdfast playing expect,0.7151177,0.5323404143838322
The children of a family are playing and waiting,youth family playing expect,0.8686712,0.5591579446425805
There are no children playing and waiting,youth playing expect,0.22314307,0.4847356081008911
Three Asian kids are dancing and a serious man is looking,two ethnos youth singing brute man looking,0.39818645,0.41765342574370534
Three Asian kids are dancing and a man is looking,two ethnos youth singing man looking,0.43045992,0.4190509003751418
Three Asian kids are dancing and there is no man looking,two ethnos youth singing man looking,0.18947768,0.42000506983862984
An Asian man is dancing and three kids are looking,ethnos man singing two youth looking,0.4866526,0.41699087970397053
A woman is wearing an Egyptian hat on her head,man attire epitome chapeau head,0.21010637,0.4396231062710285
A woman is wearing an Egyptian headdress,man attire epitome headdress,0.36374435,0.420990914106369
A woman is wearing an Indian headdress,man attire domestic headdress,0.25053078,0.41535664063233596
An Egyptian is wearing a woman's headdress,epitome attire male headdress,0.31579405,0.48727307841181755
The woman is wearing glasses and a black headdress,man attire glasswork grey headdress,0.50420874,0.4251489288666669
The woman with a black hat is wearing sunglasses,man grey chapeau attire chapeau,0.372259,0.4418495510305677
The woman is not wearing glasses or a headdress,man attire glasswork headdress,0.22609301,0.3832375854253769
The black woman is wearing glasses over the headdress,grey man attire glasswork headdress,0.5022501,0.4524400199160856
A hiker is on top of the mountain and is doing a joyful dance,journeyman upper mountain fun singing,0.51746345,0.6101782945069399
A hiker is on top of the mountain and is dancing,journeyman upper mountain singing,0.47182575,0.5796212203362409
There is no hiker dancing on top of the mountain,journeyman singing upper mountain,0.302065,0.5544341690838337
A man is on a rock high above some trees and is standing in an uncomfortable position,man gravel upper timber standing dissatisfaction position,0.71656275,0.48374803020403934
A man is on a rock high above some trees and is standing in a strange position,man gravel upper timber standing stranger position,0.6559888,0.5258965889612833
There is no man on a rock high above some trees standing in a strange position,man gravel upper timber standing stranger position,0.6753727,0.5302360394726628
A cowgirl is riding a brown horse and is cornering a barrel,crowbar ride brown cattle edging bottle,0.5883305,0.5242690418077551
A cowgirl is riding a horse and corners a barrel,crowbar ride cattle edge bottle,0.5347104,0.4963813092973497
A cowboy is riding a horse and cornering a barrel,crowbar ride cattle edging bottle,0.64047545,0.4744498196401094
A cowgirl is riding a barrel near a horse in the corner,crowbar ride bottle near cattle edge,0.5471829,0.5315029876572746
The brown horse is very near a red barrel at the rodeo,brown cattle near yellow bottle ride,0.59918433,0.5249927937984467
The brown horse is near a red barrel at the rodeo,brown cattle near yellow bottle ride,0.60975766,0.5234123468399048
The brown horse is far from a red barrel at the rodeo,brown cattle long yellow bottle ride,0.4193564,0.5052383111582862
A boy is standing in the cold water,boy standing cold wetter,0.8382429,0.5815368096033732
A boy is standing in the water,boy standing wetter,0.779819,0.570396775007248
A boy is standing outside the water,boy standing outside wetter,0.9075353,0.5478607307780873
The kid is swimming through the blue ocean,youth jumping blue sail,0.6844111,0.4956856071949005
The boy is wading through the blue ocean,boy wander blue sail,0.6904352,0.5856471199255723
The boy is sitting near the blue ocean,boy sit near blue sail,0.83050454,0.5622192162733811
A skilled man is playing a guitar on stage,savvy man playing pianoforte stage,0.44430608,0.5214360739503588
A man is playing a guitar on stage,man playing pianoforte stage,0.44237494,0.5216198960940043
There is no man playing a guitar on stage,man playing pianoforte stage,0.18957911,0.4998701627437885
A person has blonde and flyaway hair and is playing a guitar,persona brown fly hair playing pianoforte,0.31769943,0.5146076961567527
A guitarist has blonde and flyaway hair,orchestra brown fly hair,0.63739765,0.5060229003429413
A bald person is playing a guitar,beard persona playing pianoforte,0.22126308,0.502826685255224
Several children are sitting down and have their knees raised,multinomial youth sit thigh elevate,0.69707596,0.43415579725714293
Several children are lying down and are raising their knees,multinomial youth deceit elevate thigh,0.2781546,0.4043788943025801
Several children are standing up,multinomial youth standing,0.8417723,0.34659833908081056
Two young girls are sitting on the ground,two young youth sit soil,0.6357305,0.5426466785944425
Two girls are sitting on the ground,two youth sit soil,0.6176962,0.5269738273187117
Two girls are lying on the ground,two youth deceit soil,0.27035528,0.4572325050830841
A nude lady is walking in front of many people in body paint,idle servant walkway face multinomial persona organism colouring,0.44230556,0.4075188112258911
A nude lady is walking in front of a crowd in body paint,idle servant walkway face crowd organism colouring,0.47518048,0.47504027594219556
There is no lady walking in body paint in front of a crowd ,servant walkway organism colouring face crowd,0.25401595,0.4755168500400725
A nude crowd in body paint is walking in front of a lady ,idle crowd organism colouring walkway face servant,0.6031058,0.47368520769205963
"A young, topless woman is covered in paint",youth overtop man enclose colouring,0.1324516,0.4276683110939829
A topless girl is covered in paint,overtop youth enclose colouring,0.33025968,0.4055420830845833
"An old, topless woman is covered in paint",past overtop man enclose colouring,0.13565156,0.4263506876794915
A group of people is near the ocean,group persona near sail,0.6837338,0.511417880654335
A crowd of people is near the water,crowd persona near wetter,0.73361135,0.5168124884366989
A crowd of people is far from the water,crowd persona long wetter,0.33405054,0.5092052817344666
A group of children in uniforms is standing at a gate and one is kissing the mother,group youth garment standing port two chew mother,0.61215365,0.5258355869187249
A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,group youth attire garment expect port two chew mother,0.5679344,0.5050636180515947
A group of children in uniforms is standing at a gate and there is no one kissing the mother,group youth garment standing port two chew mother,0.4494127,0.542224723717262
A group of mothers in uniforms is standing near the children and one is kissing the gate,group mother garment standing near youth two chew port,0.718762,0.5193365663290024
A man is in a parking lot and is playing tennis against a large wall,man lodging crowd playing technology largeness wall,0.5877984,0.447016142308712
A lone man is in a parking lot and is playing tennis against a large wall,solo man lodging crowd playing technology largeness wall,0.61938965,0.4495025896109067
A man is in a parking lot and is playing tennis against a friend,man lodging crowd playing technology fellow,0.56048775,0.47000326145262944
A man is pointing at a silver sedan,man showing money rear,0.37636164,0.49791481097539264
A man is pointing at a car,man showing car,0.880722,0.6014094352722168
There is no man pointing at a car,man showing car,0.31803715,0.5428130626678467
A group of people is on a beach,group persona lake,0.37458247,0.453502508726987
A group of people is near the sea,group persona near sail,0.74418163,0.5039198944965998
