OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,band child play court oldster man standing aftermath,0.5475923,0.5278448696647372
A group of boys in a yard is playing and a man is standing in the background,band kid court play man standing aftermath,0.6352868,0.5340988779067993
A group of children is playing in the house and there is no man standing in the background,band child play home man standing aftermath,0.38612384,0.5879286435934213
The young boys are playing outdoors and the man is smiling nearby,young kid play exterior man applause circumvent,0.66639477,0.4452844132547793
The kids are playing outdoors near a man with a smile,child play exterior coming man applause,0.7536512,0.48657218092366267
There is no boy playing outdoors and there is no man smiling,boy play exterior man applause,0.23597947,0.5034002724446749
A brown dog is attacking another animal in front of the tall man in pants,yellow dog assault someone fauna foreshadow long man blouse,0.6847639,0.47571027049651515
A brown dog is attacking another animal in front of the man in pants,yellow dog assault someone fauna foreshadow man blouse,0.6517751,0.478472575545311
A brown dog is helping another animal in front of the man in pants,yellow dog help someone fauna foreshadow man blouse,0.57464963,0.49215904871622723
Two dogs are fighting,second dog battle,0.8032774,0.4556716339928763
Two dogs are wrestling and hugging,second dog battle enclosing,0.6005298,0.4166406851548415
There is no dog wrestling and hugging,dog battle enclosing,0.21973327,0.4664126497048598
A person in a black jacket is doing tricks on a motorbike,someone white jacket blunder wheel,0.2634735,0.5276454561635068
A man in a black jacket is doing tricks on a motorbike,man white jacket blunder wheel,0.39735377,0.5206884930008336
There is no man in a black jacket doing tricks on a motorbike,man white jacket blunder wheel,0.24778455,0.5278795003890991
A person on a black motorbike is doing tricks with a jacket,someone white wheel blunder jacket,0.3367551,0.5310035096971613
A skilled person is riding a bicycle on one wheel,expert someone traveling wheel someone wheel,0.6338254,0.4827505461871624
A person is riding the bicycle on one wheel,someone traveling wheel someone wheel,0.5420989,0.463919929095677
Nobody is riding the bicycle on one wheel,somebody traveling wheel someone wheel,0.21443512,0.4614904156097999
A man with a jersey is dunking the ball at a basketball game,man apparel dip goal pistol gaming,0.5430663,0.5012443453073502
The ball is being dunked by a man with a jersey at a basketball game,goal being dip man apparel pistol gaming,0.49368715,0.5211502676424773
There is no man dunking the ball at a basketball game,man dip goal pistol gaming,0.32608706,0.4758848092135261
The game of basketball consists of a ball being dunked by a man with a jersey,gaming pistol attending goal being dip man apparel,0.48713845,0.506120240688324
A man who is playing dunks the basketball into the net and a crowd is in background,man play dip pistol net crowd aftermath,0.60990095,0.5443462477280543
The player is dunking the basketball into the net and a crowd is in background,play dip pistol net crowd aftermath,0.4527727,0.5124703904856807
The player is missing the basket and a crowd is in background,play lose bag crowd aftermath,0.62992895,0.5346667832798428
Two people are kickboxing and spectators are watching,second someone chicanery watching watching,0.38107175,0.44400570673101086
Two people are fighting and spectators are watching,second someone battle watching watching,0.7050367,0.512447965996606
Two people are kickboxing and spectators are not watching,second someone chicanery watching watching,0.3099271,0.4538010425037808
Two spectators are kickboxing and some people are watching,second watching chicanery someone watching,0.4004744,0.44641536474227905
Two young women are sparring in a kickboxing fight,second young sex clash chicanery battle,0.5003007,0.4019412696361542
Two women are sparring in a kickboxing match,second sex clash chicanery fit,0.26092803,0.35959815979003906
Two young women are not sparring in a kickboxing fight,second young sex clash chicanery battle,0.34983733,0.4212744675184551
Kids in red shirts are playing in the leaves,child yellow apparel play papers,0.6595642,0.4936037191322872
Children in red shirts are playing in the leaves,child yellow apparel play papers,0.6599518,0.4995714085442679
Children in red shirts are sleeping in the leaves,child yellow apparel lodging papers,0.3307603,0.4517775058746338
Children covered by leaves are playing with red shirts,child covering papers play yellow apparel,0.6992685,0.49838260412216184
Three boys are jumping in the leaves,second kid jump papers,0.64807695,0.423623957417228
Three kids are jumping in the leaves,second child jump papers,0.7124938,0.43732180378653784
Three kids are sitting in the leaves,second child session papers,0.40834683,0.3823941241611134
Two children are lying in the snow and are drawing angels,second child blunder fog depicting god,0.32798213,0.4425605566878068
Two children are lying in the snow and are making snow angels,second child blunder fog production fog god,0.29422185,0.43850554823875426
There is no child lying in the snow and making snow angels,child blunder fog production fog god,0.28249514,0.48607230813879715
Two angels are making snow on the lying children,second god production fog blunder child,0.32431883,0.4405839554965496
Two people wearing snowsuits are on the ground making snow angels,second someone apparel apparel land production fog god,0.2883629,0.4576714237531026
Two people in snowsuits are lying in the snow and making snow angels,second someone apparel blunder fog production fog god,0.16181642,0.4591611276070277
Nobody in snowsuits is lying in the snow and making snow angels,somebody apparel blunder fog production fog god,0.21677911,0.48577794432640076
A little girl is looking at a woman in costume,bit kid looking husbandman apparel,0.21149772,0.4764622934162617
A young girl is looking at a woman in costume,young kid looking husbandman apparel,0.24889408,0.48261144757270813
The little girl is looking at a man in costume,bit kid looking man apparel,0.38518614,0.5692583600680033
A little girl in costume looks like a woman,bit kid apparel seem favourite husbandman,0.27457273,0.40899283066391945
People wearing costumes are gathering in a forest and are looking in the same direction,staff apparel apparel gathering wood looking steering,0.4662154,0.5166430175304413
Masked people are looking in the same direction in a forest,disguise someone looking steering wood,0.5687115,0.5071387555864122
People wearing costumes are scattering in a forest and are looking in different directions,staff apparel apparel disperse wood looking change route,0.47047472,0.48633358130852383
People are looking at some costumes gathered in the vicinity of the forest,staff looking apparel collect vicinity wood,0.52840185,0.529237014906747
A lone biker is jumping in the air,individuality passenger jump flight,0.5003787,0.44025495419135463
"A biker is jumping in the air, alone",passenger jump flight individuality,0.5129069,0.46567676748548237
There is no biker jumping in the air,passenger jump flight,0.23392797,0.4623455730351535
A man is jumping into an empty swimming pool,man jump clear jump canal,0.5425962,0.47565421036311556
A man is jumping into an empty pool,man jump clear canal,0.6070097,0.5185826669136683
A man is jumping into a full pool,man jump whole canal,0.7912276,0.5465626468261083
The man's jumper is in the empty pool,husbandman jump clear canal,0.33023456,0.5201489130655924
Four kids are doing backbends in the park,couple child backlash store,0.24199775,0.44566845099131264
Four children are doing backbends in the park,couple child backlash store,0.23543783,0.45442992051442466
Four children are doing backbends in the gym,couple child backlash room,0.27999878,0.4714575966199239
Four girls are doing backbends and playing in the garden,couple kid backlash play balcony,0.42119816,0.46435465746455723
Four girls are doing backbends and playing outdoors,couple kid backlash play exterior,0.38921058,0.46690521389245987
Four girls are doing backbends and playing indoors,couple kid backlash play inside,0.52393943,0.4694821573793888
A man who is playing is running with the ball in his hands,man play running goal handgun,0.6973155,0.5735494965001157
A player is running with the ball,play running goal,0.73822224,0.5029506146907806
A player is throwing the ball,play firing goal,0.568397,0.45869094133377075
Two groups of people are playing football,second band someone play hotfoot,0.3454051,0.37579739552277786
Two teams are competing in a football match,second squad competition hotfoot fit,0.3259245,0.3667524925300053
Two teams are competing in a baseball game,second squad competition pistol gaming,0.3455073,0.37090042921213
Football is being played by two competing teams,hotfoot being play second competition squad,0.4769253,0.40374167760213214
Five children are standing in front of a wooden hut,money child standing foreshadow wood crimp,0.43460676,0.39839574537779154
