OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,congregation bottom role grass past man standing context,0.5493511,0.4838066972219027
A group of boys in a yard is playing and a man is standing in the background,congregation party grass role man standing context,0.5926814,0.48307184129953384
A group of children is playing in the house and there is no man standing in the background,congregation bottom role domestic man standing context,0.2973955,0.5028772830963135
The young boys are playing outdoors and the man is smiling nearby,young party role domestic man humour close,0.50713444,0.46649633896978276
The kids are playing outdoors near a man with a smile,bottom role domestic close man humour,0.25574705,0.4401728686164407
There is no boy playing outdoors and there is no man smiling,boy role domestic man humour,0.23812398,0.47564250581404743
A brown dog is attacking another animal in front of the tall man in pants,pine poulet assailant retell woods prioress lean man garment,0.3616271,0.38620496458477444
A brown dog is attacking another animal in front of the man in pants,pine poulet assailant retell woods prioress man garment,0.31121024,0.38021236658096313
A brown dog is helping another animal in front of the man in pants,pine poulet supporting retell woods prioress man garment,0.35200006,0.3897078062097232
Two dogs are fighting,pair poulet struggle,0.55380946,0.3605790819440569
Two dogs are wrestling and hugging,pair poulet struggle bending,0.3449703,0.39719028906388715
There is no dog wrestling and hugging,poulet struggle bending,0.19608368,0.45710873061960394
A person in a black jacket is doing tricks on a motorbike,occupant close jacket strategy walkway,0.20870729,0.4310265243053436
A man in a black jacket is doing tricks on a motorbike,man close jacket strategy walkway,0.29383048,0.47265069421968964
There is no man in a black jacket doing tricks on a motorbike,man close jacket strategy walkway,0.1110906,0.47532705664634706
A person on a black motorbike is doing tricks with a jacket,occupant close walkway strategy jacket,0.21189335,0.43845431208610536
A skilled person is riding a bicycle on one wheel,capability occupant flying walkway par turning,0.48243433,0.32889417476124233
A person is riding the bicycle on one wheel,occupant flying walkway par turning,0.46149,0.2677414156496525
Nobody is riding the bicycle on one wheel,owner flying walkway par turning,0.16897641,0.2809184214898518
A man with a jersey is dunking the ball at a basketball game,man garment thrashing pile sportfishing role,0.48728707,0.4115784515937169
The ball is being dunked by a man with a jersey at a basketball game,pile being tumble man garment sportfishing role,0.42013592,0.4505109488964081
There is no man dunking the ball at a basketball game,man thrashing pile sportfishing role,0.25248778,0.3921483499663217
The game of basketball consists of a ball being dunked by a man with a jersey,role sportfishing combining pile being tumble man garment,0.41522253,0.43953300373894827
A man who is playing dunks the basketball into the net and a crowd is in background,man role tumble sportfishing stream gathering context,0.40938503,0.4733854149069105
The player is dunking the basketball into the net and a crowd is in background,striker thrashing sportfishing stream gathering context,0.40123934,0.45610496631035435
The player is missing the basket and a crowd is in background,striker deficiency pouch gathering context,0.27525914,0.5301639998660368
Two people are kickboxing and spectators are watching,pair land sportfishing view view,0.32745305,0.3662145418279311
Two people are fighting and spectators are watching,pair land struggle view view,0.4852739,0.43209222810609
