OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,grouping young play court oldster man standing groundwork,0.622738,0.48639937310383236
A group of boys in a yard is playing and a man is standing in the background,grouping young court play man standing groundwork,0.68667066,0.504438537817735
A group of children is playing in the house and there is no man standing in the background,grouping young play domestic man standing groundwork,0.41241312,0.5181916885905795
The young boys are playing outdoors and the man is smiling nearby,young young play exterior man humour vicinity,0.7564428,0.5013391137123108
The kids are playing outdoors near a man with a smile,young play exterior vicinity man humour,0.687144,0.4868557353814443
There is no boy playing outdoors and there is no man smiling,boy play exterior man humour,0.23397736,0.5423201182309318
A brown dog is attacking another animal in front of the tall man in pants,gray dog hitting someone animal advance long man skirt,0.8286197,0.5373896633585294
A brown dog is attacking another animal in front of the man in pants,gray dog hitting someone animal advance man skirt,0.8104981,0.5448304116725922
A brown dog is helping another animal in front of the man in pants,gray dog succour someone animal advance man skirt,0.7381283,0.5165292802064315
Two dogs are fighting,till dog fighting,0.84828746,0.4195515513420105
Two dogs are wrestling and hugging,till dog fighting wrapping,0.72922975,0.4427230520681901
There is no dog wrestling and hugging,dog fighting wrapping,0.25676733,0.5411468852650035
A person in a black jacket is doing tricks on a motorbike,someone gray jacket trickery bike,0.6725719,0.5670174423017
A man in a black jacket is doing tricks on a motorbike,man gray jacket trickery bike,0.7218405,0.5708779567166379
There is no man in a black jacket doing tricks on a motorbike,man gray jacket trickery bike,0.4754566,0.567180722951889
A person on a black motorbike is doing tricks with a jacket,someone gray bike trickery jacket,0.68102074,0.5645047990899337
A skilled person is riding a bicycle on one wheel,skill someone bike bike someone bike,0.8521985,0.47130363434553146
A person is riding the bicycle on one wheel,someone bike bike someone bike,0.81673396,0.46379891889435904
Nobody is riding the bicycle on one wheel,someone bike bike someone bike,0.5063032,0.46402008258379424
A man with a jersey is dunking the ball at a basketball game,man sweater sacking goal baseball game,0.3810043,0.5654861841882978
The ball is being dunked by a man with a jersey at a basketball game,goal being soak man sweater baseball game,0.3646448,0.5880071754040925
There is no man dunking the ball at a basketball game,man sacking goal baseball game,0.3514865,0.531846261686749
The game of basketball consists of a ball being dunked by a man with a jersey,game baseball comprise goal being soak man sweater,0.30451423,0.5745496463775634
A man who is playing dunks the basketball into the net and a crowd is in background,man play tumble baseball rede bunch groundwork,0.43502063,0.5480338489567792
The player is dunking the basketball into the net and a crowd is in background,play sacking baseball rede bunch groundwork,0.29551828,0.5201150799791018
The player is missing the basket and a crowd is in background,play absence bag bunch groundwork,0.44614583,0.5215544833077325
Two people are kickboxing and spectators are watching,till folk boxing watching watching,0.58990467,0.48811004161834715
Two people are fighting and spectators are watching,till folk fighting watching watching,0.75956047,0.48004381145749775
Two people are kickboxing and spectators are not watching,till folk boxing watching watching,0.530304,0.5017018243670464
Two spectators are kickboxing and some people are watching,till watching boxing folk watching,0.61936444,0.48162349686026573
Two young women are sparring in a kickboxing fight,till young woman fighting boxing fighting,0.9113443,0.5011509507894516
Two women are sparring in a kickboxing match,till woman fighting boxing fit,0.8665514,0.4843508686338152
Two young women are not sparring in a kickboxing fight,till young woman fighting boxing fighting,0.60299456,0.5066947095534381
Kids in red shirts are playing in the leaves,young pink sweater play peel,0.5707771,0.47324504596846445
Children in red shirts are playing in the leaves,young pink sweater play peel,0.57336456,0.47921091318130493
Children in red shirts are sleeping in the leaves,young pink sweater bed peel,0.44820976,0.46978096451078144
Children covered by leaves are playing with red shirts,young covering peel play pink sweater,0.53626025,0.4683350125948588
Three boys are jumping in the leaves,quarters young glide peel,0.45231387,0.4260803081772544
Three kids are jumping in the leaves,quarters young glide peel,0.5205944,0.4159731323068792
Three kids are sitting in the leaves,quarters young seats peel,0.5589694,0.41550875251943414
Two children are lying in the snow and are drawing angels,till young fornicate cloud depiction deity,0.2843171,0.3578905633517674
Two children are lying in the snow and are making snow angels,till young fornicate cloud make cloud deity,0.38615358,0.38352505456317554
There is no child lying in the snow and making snow angels,young fornicate cloud make cloud deity,0.30623674,0.4321627758798145
Two angels are making snow on the lying children,till deity make cloud fornicate young,0.4060115,0.38398157556851703
Two people wearing snowsuits are on the ground making snow angels,till folk apparel outerwear groundwork make cloud deity,0.32327312,0.3929641470313072
Two people in snowsuits are lying in the snow and making snow angels,till folk outerwear fornicate cloud make cloud deity,0.3437054,0.4042077307347898
Nobody in snowsuits is lying in the snow and making snow angels,someone outerwear fornicate cloud make cloud deity,0.31510046,0.44969505071640015
A little girl is looking at a woman in costume,young girl looking woman apparel,0.8472508,0.5632095694541931
A young girl is looking at a woman in costume,young girl looking woman apparel,0.8544518,0.5982550223668416
The little girl is looking at a man in costume,young girl looking man apparel,0.72086275,0.569525937239329
A little girl in costume looks like a woman,young girl apparel seem like woman,0.9144728,0.5284982204437256
People wearing costumes are gathering in a forest and are looking in the same direction,folk apparel apparel gathering mountain looking heading,0.6331441,0.5289141129363667
Masked people are looking in the same direction in a forest,cloak folk looking heading mountain,0.64220434,0.5118375155660841
People wearing costumes are scattering in a forest and are looking in different directions,folk apparel apparel spreading mountain looking differ route,0.61840594,0.517609935739766
People are looking at some costumes gathered in the vicinity of the forest,folk looking apparel assemble vicinity mountain,0.61166334,0.5396077689670381
A lone biker is jumping in the air,individuality bike glide air,0.6345084,0.4907075075002817
"A biker is jumping in the air, alone",bike glide air individuality,0.5978449,0.5106601289340428
There is no biker jumping in the air,bike glide air,0.3699438,0.5415348735722628
A man is jumping into an empty swimming pool,man glide free washing lake,0.6651503,0.48085179924964905
A man is jumping into an empty pool,man glide free lake,0.59128594,0.507544015844663
A man is jumping into a full pool,man glide complete lake,0.64810884,0.5228175024191538
The man's jumper is in the empty pool,husbandman sweater free lake,0.40351766,0.5082076589266459
Four kids are doing backbends in the park,quarters young back stadium,0.3638019,0.45157843828201294
Four children are doing backbends in the park,quarters young back stadium,0.35725924,0.45975347501891
Four children are doing backbends in the gym,quarters young back exerciser,0.42294616,0.48315531412760415
Four girls are doing backbends and playing in the garden,quarters girl back play balcony,0.6539291,0.5335088161861196
Four girls are doing backbends and playing outdoors,quarters girl back play exterior,0.6565292,0.540209706624349
Four girls are doing backbends and playing indoors,quarters girl back play domestic,0.68113434,0.5403194189071655
A man who is playing is running with the ball in his hands,man play running goal gesture,0.8288081,0.5821176601780785
A player is running with the ball,play running goal,0.73822236,0.5029506802558898
A player is throwing the ball,play sacking goal,0.4441284,0.4187867045402527
Two groups of people are playing football,till grouping folk play footballer,0.5518466,0.37872723596436636
Two teams are competing in a football match,till team compete footballer fit,0.53004444,0.4121758682387216
Two teams are competing in a baseball game,till team compete baseball game,0.88126427,0.49489576999957746
Football is being played by two competing teams,footballer being play make compete team,0.67203504,0.42562289237976075
Five children are standing in front of a wooden hut,pet young standing advance lumber shed,0.601612,0.41440528981825886
Five children are standing in front of a hut made of wood,pet young standing advance shed make lumber,0.60548466,0.43434812128543854
Five children are standing in a wooden hut,pet young standing lumber shed,0.64834243,0.4002709516457149
Five wooden stands are in front of each child's hut,pet lumber stand advance young shed,0.48811433,0.4483472610774793
Five kids are standing close together and one kid has a gun,pet young standing close unite someone girl gun,0.50361925,0.45193406045436857
Five kids are standing close together and one kid has a weapon,pet young standing close unite someone girl gun,0.4549624,0.4528851002454758
Five kids are standing close together and none of the kids has a gun,pet young standing close unite nix young gun,0.20609313,0.42706626653671265
An old man is sitting in a field,oldster man seats region,0.570275,0.4546852753712581
A man is sitting in a field,man seats region,0.6013268,0.48675972819328306
A man is running in a field,man running region,0.8408783,0.541719913482666
