OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,grouping boy acting field senior man standing backlog,0.50762296,0.5033993082387107
A group of boys in a yard is playing and a man is standing in the background,grouping boy field acting man standing backlog,0.6139809,0.5223327668813559
A group of children is playing in the house and there is no man standing in the background,grouping boy acting house man standing backlog,0.42517725,0.5399055922472918
The young boys are playing outdoors and the man is smiling nearby,young boy acting enjoin man wink surroundings,0.7433834,0.46399458533241633
The kids are playing outdoors near a man with a smile,boy acting enjoin approximate man wink,0.5862637,0.45283490733096476
There is no boy playing outdoors and there is no man smiling,boy acting enjoin man wink,0.16739936,0.464535117149353
A brown dog is attacking another animal in front of the tall man in pants,brown horse assault someone creature face height man underpants,0.714725,0.48057997703552247
A brown dog is attacking another animal in front of the man in pants,brown horse assault someone creature face man underpants,0.73120046,0.4823466746703438
A brown dog is helping another animal in front of the man in pants,brown horse assistance someone creature face man underpants,0.6718154,0.4794673686442168
Two dogs are fighting,couple cows fighting,0.5672179,0.4382746730531965
Two dogs are wrestling and hugging,couple cows fighting enclosing,0.48902506,0.40849549036759597
There is no dog wrestling and hugging,horse fighting enclosing,0.21518227,0.4398186252667354
A person in a black jacket is doing tricks on a motorbike,person brown jacket gimmick motorboat,0.5101458,0.5130373001098633
A man in a black jacket is doing tricks on a motorbike,man brown jacket gimmick motorboat,0.56974876,0.5066322088241577
There is no man in a black jacket doing tricks on a motorbike,man brown jacket gimmick motorboat,0.2981878,0.5149342162268502
A person on a black motorbike is doing tricks with a jacket,person brown motorboat gimmick jacket,0.5804233,0.5151015549898148
A skilled person is riding a bicycle on one wheel,smart person horse wheel someone wheel,0.5317802,0.47267723828554153
A person is riding the bicycle on one wheel,person horse wheel someone wheel,0.48538005,0.47049989444868906
Nobody is riding the bicycle on one wheel,somebody horse wheel someone wheel,0.20473045,0.464170345893273
A man with a jersey is dunking the ball at a basketball game,man sweater swimming ballgame ballgame toy,0.6198114,0.47895464301109314
The ball is being dunked by a man with a jersey at a basketball game,ballgame being swallow man sweater ballgame toy,0.4435051,0.4789522267304934
There is no man dunking the ball at a basketball game,man swimming ballgame ballgame toy,0.3899364,0.44785867239299576
The game of basketball consists of a ball being dunked by a man with a jersey,toy ballgame comprise ballgame being swallow man sweater,0.45349184,0.4727503721203123
A man who is playing dunks the basketball into the net and a crowd is in background,man acting poke ballgame net mob backlog,0.5137837,0.5268437155970821
The player is dunking the basketball into the net and a crowd is in background,actor swimming ballgame net mob backlog,0.47651374,0.5233918825785319
The player is missing the basket and a crowd is in background,actor lack cask mob backlog,0.6409285,0.5140229589060733
Two people are kickboxing and spectators are watching,couple person kickoff audience seeing,0.40380612,0.4909386932849884
Two people are fighting and spectators are watching,couple person fighting audience seeing,0.9296939,0.5322720195565905
Two people are kickboxing and spectators are not watching,couple person kickoff audience seeing,0.2093441,0.501271500306971
Two spectators are kickboxing and some people are watching,couple audience kickoff person seeing,0.434758,0.49512727120343375
Two young women are sparring in a kickboxing fight,couple young male fighting kickoff fighting,0.46479926,0.44944724966497984
Two women are sparring in a kickboxing match,couple male fighting kickoff correspond,0.39962727,0.4252118269602458
Two young women are not sparring in a kickboxing fight,couple young male fighting kickoff fighting,0.25384882,0.46025145053863525
Kids in red shirts are playing in the leaves,boy red underpants acting paper,0.58901703,0.4767084081967672
Children in red shirts are playing in the leaves,boy red underpants acting paper,0.58458483,0.47896033922831216
Children in red shirts are sleeping in the leaves,boy red underpants dreaming paper,0.59341323,0.49361902475357056
Children covered by leaves are playing with red shirts,boy envelop paper acting red underpants,0.64493704,0.4213596416844262
Three boys are jumping in the leaves,tout boy jumping paper,0.7606587,0.4673323360356418
Three kids are jumping in the leaves,tout boy jumping paper,0.6435206,0.4500881650231101
Three kids are sitting in the leaves,tout boy sit paper,0.6044141,0.4288987788287076
Two children are lying in the snow and are drawing angels,couple boy deceit fog portrayal blessing,0.23475043,0.3978435188531876
Two children are lying in the snow and are making snow angels,couple boy deceit fog manufacturing fog blessing,0.30510515,0.4357347548007965
There is no child lying in the snow and making snow angels,boy deceit fog manufacturing fog blessing,0.268409,0.478320040200886
Two angels are making snow on the lying children,couple blessing manufacturing fog deceit boy,0.38837576,0.4277385473251343
Two people wearing snowsuits are on the ground making snow angels,couple person garment nightclothes soil manufacturing fog blessing,0.34137166,0.42966604751089343
Two people in snowsuits are lying in the snow and making snow angels,couple person nightclothes deceit fog manufacturing fog blessing,0.28801277,0.44722123329456037
Nobody in snowsuits is lying in the snow and making snow angels,somebody nightclothes deceit fog manufacturing fog blessing,0.26609206,0.46972811967134476
A little girl is looking at a woman in costume,young girl looking girl dress,0.8296126,0.5488169233004252
A young girl is looking at a woman in costume,young girl looking girl dress,0.83133817,0.5766749819119771
The little girl is looking at a man in costume,young girl looking man dress,0.7258855,0.5751253286997478
A little girl in costume looks like a woman,young girl dress seeing resemble girl,0.864117,0.46319420263171196
People wearing costumes are gathering in a forest and are looking in the same direction,person garment apparel gathering wilderness looking orientate,0.74939907,0.5332618122515471
Masked people are looking in the same direction in a forest,sham person looking orientate wilderness,0.6441894,0.5333626700772179
People wearing costumes are scattering in a forest and are looking in different directions,person garment apparel outpouring wilderness looking differ route,0.6755896,0.496240918636322
People are looking at some costumes gathered in the vicinity of the forest,person looking apparel gathering vicinity wilderness,0.67475927,0.5484853841009594
A lone biker is jumping in the air,individual motorboat jumping flight,0.6116092,0.46095903103168195
"A biker is jumping in the air, alone",motorboat jumping flight individual,0.6355796,0.48600898470197407
There is no biker jumping in the air,motorboat jumping flight,0.28909737,0.45832235117753345
A man is jumping into an empty swimming pool,man jumping flat swimming swimming,0.8239695,0.520351801599775
A man is jumping into an empty pool,man jumping flat swimming,0.8083466,0.5414775212605795
A man is jumping into a full pool,man jumping complete swimming,0.89736164,0.5771227329969406
The man's jumper is in the empty pool,male thrower flat swimming,0.72784257,0.5508520444234212
Four kids are doing backbends in the park,quarters boy backlog walkway,0.33201253,0.4195711500942707
Four children are doing backbends in the park,quarters boy backlog walkway,0.32325655,0.4286285452544689
Four children are doing backbends in the gym,quarters boy backlog fitness,0.41404858,0.48752918243408205
Four girls are doing backbends and playing in the garden,quarters girl backlog acting field,0.43090206,0.46141041980849373
Four girls are doing backbends and playing outdoors,quarters girl backlog acting enjoin,0.3992989,0.4111365146107144
Four girls are doing backbends and playing indoors,quarters girl backlog acting enjoin,0.49037594,0.4176951547463735
A man who is playing is running with the ball in his hands,man acting running ballgame hands,0.84040964,0.584246531913155
A player is running with the ball,actor running ballgame,0.7945911,0.49668393351814966
A player is throwing the ball,actor throw ballgame,0.7402879,0.47376911640167235
Two groups of people are playing football,couple grouping person acting ballgame,0.39167804,0.3382639374051775
Two teams are competing in a football match,couple crew competition ballgame correspond,0.41439253,0.3572000733443669
Two teams are competing in a baseball game,couple crew competition ballgame toy,0.6126261,0.3694142188344683
Football is being played by two competing teams,golf being acting couple competition crew,0.41812384,0.37322055867740084
Five children are standing in front of a wooden hut,male boy standing face wood booth,0.6169249,0.4722363278269768
Five children are standing in front of a hut made of wood,male boy standing face booth fabricate wood,0.60736275,0.4597886234521866
Five children are standing in a wooden hut,male boy standing wood booth,0.6185589,0.4600675335297218
Five wooden stands are in front of each child's hut,male wood stance face boy booth,0.44016466,0.4579590724574195
Five kids are standing close together and one kid has a gun,male boy standing tighten concomitant someone boy firearm,0.5588453,0.3643902962406476
Five kids are standing close together and one kid has a weapon,male boy standing tighten concomitant someone boy firearm,0.50229764,0.36471182107925415
Five kids are standing close together and none of the kids has a gun,male boy standing tighten concomitant nonexistence boy firearm,0.54662764,0.34399417351032124
An old man is sitting in a field,senior man sit field,0.8588797,0.5818738341331482
A man is sitting in a field,man sit field,0.9551341,0.6067821264266968
A man is running in a field,man running field,0.9571761,0.6020801424980163
A person is wearing a hat and is sitting on the grass,person garment cape sit hay,0.7825322,0.5652850726071526
A person is sitting in a field and is wearing a hat,person sit field garment cape,0.8959967,0.5748178047292373
There is no person wearing a hat and sitting on the grass,person garment cape sit hay,0.34071627,0.5462875646703383
A person is sitting and wearing a grass hat,person sit garment hay cape,0.81273687,0.5328500355992999
