OG_sentences,gen_sentences,cosine_similarity_BERT,jaccard_similarity_BERT
A group of kids is playing in a yard and an old man is standing in the background,group boy gaming porch oldster man standing rear,0.62394124,0.5396293710779261
A group of boys in a yard is playing and a man is standing in the background,group boy porch gaming man standing rear,0.7242464,0.5897929792602857
A group of children is playing in the house and there is no man standing in the background,group boy gaming domestic man standing rear,0.4669519,0.5869137167930603
The young boys are playing outdoors and the man is smiling nearby,young boy gaming interior man smile near,0.7255653,0.5324354046269467
The kids are playing outdoors near a man with a smile,boy gaming interior near man smile,0.69146514,0.5403333376435673
There is no boy playing outdoors and there is no man smiling,boy gaming interior man smile,0.16171488,0.5200121683232924
A brown dog is attacking another animal in front of the tall man in pants,pink cat attack alter creature first height man underpants,0.35535055,0.4711316132545471
A brown dog is attacking another animal in front of the man in pants,pink cat attack alter creature first man underpants,0.3391966,0.46525403468505194
A brown dog is helping another animal in front of the man in pants,pink cat assistant alter creature first man underpants,0.23106456,0.45507863811824634
Two dogs are fighting,couple cat fight,0.34741056,0.43576226915631977
Two dogs are wrestling and hugging,couple cat fight hug,0.4036654,0.49461863257668237
There is no dog wrestling and hugging,cat fight hug,0.28648278,0.520795767957514
A person in a black jacket is doing tricks on a motorbike,person dark jacket gimmick motor,0.69142497,0.5362275932964525
A man in a black jacket is doing tricks on a motorbike,man dark jacket gimmick motor,0.72631216,0.5318917506619504
There is no man in a black jacket doing tricks on a motorbike,man dark jacket gimmick motor,0.44145447,0.5345880627632141
A person on a black motorbike is doing tricks with a jacket,person dark motor gimmick jacket,0.6771007,0.546502875654321
A skilled person is riding a bicycle on one wheel,smart person journeying pedal person turn,0.65402836,0.39988484803368063
A person is riding the bicycle on one wheel,person journeying pedal person turn,0.6547974,0.3806420207023621
Nobody is riding the bicycle on one wheel,person journeying pedal person turn,0.2830124,0.3323848971298763
A man with a jersey is dunking the ball at a basketball game,man hosiery drubbing ballgame baseball gaming,0.48867032,0.4586345100402832
The ball is being dunked by a man with a jersey at a basketball game,ballgame being droop man hosiery baseball gaming,0.45397067,0.48825811015235054
There is no man dunking the ball at a basketball game,man drubbing ballgame baseball gaming,0.3441371,0.47443353831768037
The game of basketball consists of a ball being dunked by a man with a jersey,gaming baseball include ballgame being droop man hosiery,0.43860143,0.4823266925482914
A man who is playing dunks the basketball into the net and a crowd is in background,man gaming kick baseball rede crowd rear,0.5524987,0.6025751209259034
The player is dunking the basketball into the net and a crowd is in background,performer drubbing baseball rede crowd rear,0.33795273,0.5376889407634735
