0,dark
1,tax
2,demeanour
3,celebrate
4,evaporation
5,mastery
6,enlist
7,disapproval
8,impede
9,touch
10,backlash
11,naivety
12,marketing
13,repress
14,similitude
15,nonparticipation
16,parvenu
17,supporter
18,apologise
19,academic
20,familiarize
21,rewriting
22,blue
23,transparency
24,involvement
25,funds
26,saving
27,route
28,audio
29,face
30,offering
31,circumstances
32,scope
33,index
34,invalidate
35,favor
36,hormone
37,wait
38,judgement
39,talking
40,border
41,captivate
42,fox
43,part
44,attire
45,heating
46,hiding
47,sentence
48,permission
49,board
50,assign
51,state
52,pushing
53,ceding
54,first
55,depicting
56,pair
57,theorise
58,confusion
59,immobilise
60,extension
61,protest
62,colorize
63,lambaste
64,authorize
65,market
66,red
67,type
68,mind
69,letter
70,enthusiasm
71,station
72,map
73,association
74,thoughtfulness
75,eatery
76,papers
77,week
78,bank
79,transport
80,naivete
81,edit
82,fervour
83,crossing
84,effort
85,talk
86,acknowledgement
87,defendant
88,butter
89,present
90,wake
91,cape
92,mart
93,negate
94,standardize
95,retaliation
96,hypnotise
97,revolver
98,refuse
99,evolution
